Player Name	Player Level	Outcome	Ship Name	Ship Level	Ship Strength	Ship XP	Officer One	Officer Two	Officer Three	Hull Health	Hull Health Remaining	Shield Health	Shield Health Remaining	Location	Timestamp
HiggsBozo	59	VICTORY	SS REVENANT	30	178630288	0	Dajash Tolra	Toli	Byr Ch'Kelrer	167923600	17450848	101048709	0	Mehruunahd	2026-04-05 2:04:41 AM
Borg Type 03.1	52	DEFEAT	Borg Type 03.1	52	22871967531008	0	Borg Drone	--	--	36595041106340	0	9148760276585	0	Mehruunahd	2026-04-05 2:04:41 AM

Reward Name	Count
Borg Type 03 Solo Armada Credits	86728
Mega Chest	1

Fleet Type	Attack	Defense	Health	Ship Ability	Captain Maneuver	Officer One Ability	Officer Two Ability	Officer Three Ability	Officer Attack Bonus	Damage Per Round	Armour Pierce	Shield Pierce	Accuracy	Critical Chance	Critical Damage	Officer Defense Bonus	Armour	Shield Deflection	Dodge	Officer Health Bonus	Shield Health	Hull Health	Impulse Speed	Warp Range	Warp Speed	Cargo Capacity	Protected Cargo	Mining Bonus	Debuff applied	Buff applied
Player Fleet 1	4865797	39278336	134486160	Laid to Rest---Phantom's Tithe---Collective's Bane	Safe Cracker	No Locked Doors	The Looking Glass	Excessive Measures	5	4277574	517000	56852	85292	0.22	2.95	5	753528	502370	6599769	5	101048709	167923600	241	441	269.01	7169250	0	1	NO	NO
Enemy Fleet 1	55041436	12429795	22871900422144	Defense Protocol β---Q Juniors Twist---Defense Protocol α	--	--	--	--	0	51903104	523056	523056	523056	0.1	1.5	0	828653	828653	828653	0	9148760588288	36595042353152	80	2	2	0	0	1	NO	NO

Round	Battle Event	Type	Attacker Name	Attacker Alliance	Attacker Ship	Attacker - Is Armada?	Target Name	Target Alliance	Target Ship	Target - Is Armada?	Hyperthermic Decay %	Hyperthermic Stablizer %	Critical Hit?	Hull Damage	Shield Damage	Mitigated Damage	Mitigated Isolytic Damage	Mitigated Apex Barrier	Total Damage	Total Isolytic Damage	Ability Type	Ability Value	Ability Name	Ability Owner Name	Target Defeated	Target Destroyed	Charging Weapons %
6	375	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1955132928	7820531712	2007620096	0	26660859904	16187009024	22257135616	--	--	--	--	--	--	--
6	376	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2319677952	9278711808	2381951488	0	31631919104	19205161984	26407098368	--	--	--	--	--	--	--
6	377	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2314558720	9258234880	2376695040	0	31562113024	19162779136	26348822528	--	--	--	--	--	--	--
6	378	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1954129536	7816518144	2006589824	0	26647177216	16178700800	22245713920	--	--	--	--	--	--	--
6	379	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2141361024	8565444096	2198847744	0	29200328704	17728834176	24377147392	--	--	--	--	--	--	--
6	380	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	185863	743453	2297476	0	0	3226792	0	--	--	--	--	--	--	--
6	381	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	187096	748384	2312714	0	0	3248194	0	--	--	--	--	--	--	--
6	382	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	179649	718596	2220661	0	0	3118906	0	--	--	--	--	--	--	--
6	383	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	191002	764010	2361002	0	0	3316014	0	--	--	--	--	--	--	--
6	384	Charging Weapons	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
6	385	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
6	386	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	183752	735010	2271384	0	0	3190146	0	--	--	--	--	--	--	--
6	387	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	185733	742930	2295861	0	0	3224524	0	--	--	--	--	--	--	--
6	388	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	190686	762742	2357086	0	0	3310514	0	--	--	--	--	--	--	--
6	389	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	183311	733244	2265926	0	0	3182481	0	--	--	--	--	--	--	--
6	390	Charging Weapons	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
7	392	battle_action_type_{0}	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	--	--	257512.6	--	--	--	--
7	393	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Knock it Down	B'Elanna Torres	--	--	--
7	394	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Now We're Cooking	Neelix	--	--	--
7	395	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
7	396	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	The Looking Glass	Toli	--	--	--
7	397	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	323053	1292214	3993298	0	0	5608565	0	--	--	--	--	--	--	--
7	398	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	310382	1241530	3836670	0	0	5388582	0	--	--	--	--	--	--	--
7	399	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1081473536	4325894144	423819328	0	14747341824	8664644160	11913884672	--	--	--	--	--	--	--
7	400	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	990690112	3962760448	388242144	0	13509388288	7937297184	10913783808	--	--	--	--	--	--	--
7	401	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1148535168	4594140672	450100192	0	15661818880	9201934176	12652660736	--	--	--	--	--	--	--
7	402	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	971251904	3885007616	380624512	0	13244322816	7781560896	10699645952	--	--	--	--	--	--	--
7	403	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1118291968	4473167872	438248128	0	15249411072	8959628992	12319490048	--	--	--	--	--	--	--
7	404	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1101863424	4407453696	431809920	0	15025385472	8828005248	12138507264	--	--	--	--	--	--	--
7	405	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	8517443072	34069772288	3337905920	0	116146757632	68240792832	93831086080	--	--	--	--	--	--	--
7	406	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	7792275456	31169101824	3053719552	0	106258128896	62430830592	85842395136	--	--	--	--	--	--	--
7	407	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	7514613248	30058452992	2944906496	0	102471835648	60206232320	82783576064	--	--	--	--	--	--	--
7	408	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1041718784	4166875136	408239808	0	14205233152	8346133696	11475933184	--	--	--	--	--	--	--
7	409	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1079414784	4317659136	423012512	0	14719267840	8648149152	11891205120	--	--	--	--	--	--	--
7	410	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	974820480	3899281920	382023008	0	13292985344	7810152416	10738958336	--	--	--	--	--	--	--
7	411	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	7858262528	31433050112	3079579392	0	107157954560	62959517952	86569328640	--	--	--	--	--	--	--
7	412	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	8660057088	34640228352	3393795328	0	118091497472	69383397632	95402180608	--	--	--	--	--	--	--
7	413	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
7	414	Charging Weapons	Borg Type 03.1	--	Borg Type 03.1	NO	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
7	415	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2125598592	8502394368	857181440	0	28985387008	17040235136	23430326272	--	--	--	--	--	--	--
7	416	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2020304256	8081217024	814719872	0	27549558784	16196126464	22269673472	--	--	--	--	--	--	--
7	417	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2272700416	9090801664	916502656	0	30991321088	18219505792	25051820032	--	--	--	--	--	--	--
7	418	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2107648768	8430595072	849942912	0	28740618240	16896338048	23232466944	--	--	--	--	--	--	--
7	419	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	18642360320	74569441280	7517828608	0	254213603328	149449780736	205493452800	--	--	--	--	--	--	--
7	420	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2158160640	8632642560	870312640	0	29429415936	17301277120	23789254656	--	--	--	--	--	--	--
7	421	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	17297321984	69189287936	6975420416	0	235872190464	138667042816	190667177984	--	--	--	--	--	--	--
7	422	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2143908352	8575633408	864565184	0	29235066880	17187021248	23632152576	--	--	--	--	--	--	--
7	423	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2064724096	8258896384	832632896	0	28155283456	16552225472	22759311360	--	--	--	--	--	--	--
7	424	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2319633408	9278533632	935429056	0	31631312896	18595751872	25569157120	--	--	--	--	--	--	--
7	425	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2244832256	8979329024	905264384	0	30611300352	17996095744	24744630272	--	--	--	--	--	--	--
7	426	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	15898017792	63592071168	6411128832	0	216790810624	127449272320	175242756096	--	--	--	--	--	--	--
7	427	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	186715	746858	2308000	0	0	3241573	0	--	--	--	--	--	--	--
7	428	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	192076	768306	2374278	0	0	3334660	0	--	--	--	--	--	--	--
7	429	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	188748	754993	2333137	0	0	3276878	0	--	--	--	--	--	--	--
7	430	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	189237	756946	2339174	0	0	3285357	0	--	--	--	--	--	--	--
7	431	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4365833728	17463334912	1760591872	0	59534000128	34999479808	48124280832	--	--	--	--	--	--	--
7	432	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	35122962432	140491849728	14163893248	0	478948687872	281569410048	387157983232	--	--	--	--	--	--	--
7	433	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4596195328	18384781312	1853489024	0	62675292160	36846215040	50663542784	--	--	--	--	--	--	--
7	434	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	35779289088	143117156352	14428567552	0	487898611712	286830991360	394392633344	--	--	--	--	--	--	--
7	435	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3933171456	15732685824	1586114048	0	53634068480	31530965248	43355074560	--	--	--	--	--	--	--
7	436	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4828808192	19315232768	1947293824	0	65847279616	38710996096	53227618304	--	--	--	--	--	--	--
7	437	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	36300414976	145201659904	14638720000	0	495004844032	291008709632	400136929280	--	--	--	--	--	--	--
7	438	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4742594560	18970378240	1912526848	0	64671641600	38019848192	52277293056	--	--	--	--	--	--	--
7	439	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	37235404800	148941619200	15015770112	0	507754708992	298504218624	410443284480	--	--	--	--	--	--	--
7	440	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4322775040	17291100160	1743227904	0	58946834432	34654288896	47649648640	--	--	--	--	--	--	--
7	441	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4644837888	18579351552	1873104896	0	63338598400	37236163072	51199729664	--	--	--	--	--	--	--
7	442	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4153461504	16613846016	1674949504	0	56638017536	33296956032	45783318528	--	--	--	--	--	--	--
7	443	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
7	444	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	185808	743230	2296788	0	0	3225826	0	--	--	--	--	--	--	--
7	445	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	184896	739583	2285517	0	0	3209996	0	--	--	--	--	--	--	--
7	446	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	192518	770070	2379730	0	0	3342318	0	--	--	--	--	--	--	--
7	447	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	184844	739375	2284874	0	0	3209093	0	--	--	--	--	--	--	--
7	448	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2957619968	11830479872	1533001984	0	40331116544	23853565952	32798652416	--	--	--	--	--	--	--
7	449	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3394126336	13576505344	1759253248	0	46283464704	27374042368	37639307264	--	--	--	--	--	--	--
7	450	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	27513612288	110054449152	14260933632	0	375185014784	221900643328	305113366528	--	--	--	--	--	--	--
7	451	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2979745024	11918980096	1544470016	0	40632823808	24032007936	33044011008	--	--	--	--	--	--	--
7	452	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	24412207104	97648828416	12653404160	0	332893192192	196887427072	270720204800	--	--	--	--	--	--	--
7	453	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	25846704128	103386816512	13396937728	0	352454508544	208456848384	286628118528	--	--	--	--	--	--	--
7	454	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3286003200	13144012800	1703210624	0	44809064448	26502018176	36440272896	--	--	--	--	--	--	--
7	455	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3083180032	12332720128	1598082688	0	42043293696	24866221696	34191054848	--	--	--	--	--	--	--
7	456	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3124080128	12496320512	1619282176	0	42601025536	25196089088	34644619264	--	--	--	--	--	--	--
7	457	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3153182208	12612727808	1634366336	0	42997866496	25430795648	34967347200	--	--	--	--	--	--	--
7	458	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3156986624	12627946496	1636338304	0	43049746432	25461481856	35009536000	--	--	--	--	--	--	--
7	459	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	23390066688	93560266752	12123606016	0	318954930176	188643738624	259385131008	--	--	--	--	--	--	--
7	460	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3273041408	13092165632	1696492160	0	44632309760	26397476992	36296531968	--	--	--	--	--	--	--
7	461	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3178542848	12714171392	1647511424	0	43343695872	25635334784	35248586752	--	--	--	--	--	--	--
8	463	battle_action_type_{0}	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	--	--	256593.2	--	--	--	--
8	464	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Knock it Down	B'Elanna Torres	--	--	--
8	465	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Now We're Cooking	Neelix	--	--	--
8	466	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
8	467	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.3	No Locked Doors	Dajash Tolra	--	--	--
8	468	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	The Looking Glass	Toli	--	--	--
8	469	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	310295	1241181	3835592	0	0	5387068	0	--	--	--	--	--	--	--
8	470	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	333457	1333830	4121904	0	0	5789191	0	--	--	--	--	--	--	--
8	471	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1108486016	4433944064	282296160	0	15115694080	8817019104	12123401216	--	--	--	--	--	--	--
8	472	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1021900864	4087603456	260245680	0	13934989312	8128310768	11176428544	--	--	--	--	--	--	--
8	473	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1037990912	4151963648	264343296	0	14154398720	8256293632	11352402944	--	--	--	--	--	--	--
8	474	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1058222784	4232891136	269495712	0	14430286848	8417219424	11573677056	--	--	--	--	--	--	--
8	475	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	8050744832	32202979328	2050268800	0	109782704128	64036500608	88050196480	--	--	--	--	--	--	--
8	476	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1078933888	4315735552	274770176	0	14712711168	8581957760	11800193024	--	--	--	--	--	--	--
8	477	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1103430528	4413722112	281008704	0	15046755328	8776806336	12068110336	--	--	--	--	--	--	--
8	478	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1070627712	4282510848	272654848	0	14599444480	8515889024	11709348864	--	--	--	--	--	--	--
8	479	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1004138176	4016552704	255722096	0	13692771328	7987024944	10982159360	--	--	--	--	--	--	--
8	480	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1095139840	4380559360	278897312	0	14933700608	8710861984	11977435136	--	--	--	--	--	--	--
8	481	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1155797376	4623189504	294344864	0	15760847872	9193338912	12640840704	--	--	--	--	--	--	--
8	482	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1034774976	4139099904	263524304	0	14110544896	8230713488	11317230592	--	--	--	--	--	--	--
8	483	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1099332224	4397328896	279964992	0	14990869504	8744208832	12023286784	--	--	--	--	--	--	--
8	484	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1110084608	4440338432	282703264	0	15137492992	8829734304	12140884992	--	--	--	--	--	--	--
8	485	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	984636672	3938546688	250755680	0	13426842624	7831908192	10768873472	--	--	--	--	--	--	--
8	486	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1112734976	4450939904	283378240	0	15173634048	8850815808	12169871360	--	--	--	--	--	--	--
8	487	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1039741824	4158967296	264789200	0	14178274304	8270219856	11371552768	--	--	--	--	--	--	--
8	488	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1052993472	4211973888	268163968	0	14358978560	8375625280	11516484608	--	--	--	--	--	--	--
8	489	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
8	490	Charging Weapons	Borg Type 03.1	--	Borg Type 03.1	NO	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
8	491	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	16268498944	65073995776	4265718784	0	221842800640	129453059072	177997955072	--	--	--	--	--	--	--
8	492	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	17267482624	69069930496	4527660032	0	235465293824	137402252288	188928114688	--	--	--	--	--	--	--
8	493	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	19302688768	77210755072	5061305856	0	263218053120	153596964352	211195838464	--	--	--	--	--	--	--
8	494	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2142965504	8571862016	561901184	0	29222209536	17052184960	23446753280	--	--	--	--	--	--	--
8	495	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	18265522176	73062088704	4789353472	0	249074909184	145343937536	199847936000	--	--	--	--	--	--	--
8	496	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2134193408	8536773632	559601088	0	29102589952	16982382272	23350775808	--	--	--	--	--	--	--
8	497	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2127576320	8510305280	557866048	0	29012357120	16929727808	23278376960	--	--	--	--	--	--	--
