E,,EURYDICE,CM,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,target level 70 or under,➖,➖,MUDD'S COMPANY,AllDamage,max_level=70,TargetMaxLevel,ShieldDamageTaken,SelfShip,MultiplyAdd,"When the ship loses Shield Health from a weapon attack, Eurydice increases the damage of the weapons by X (cumulative). Works against Hostiles of level 70 and under. -- (Weapons with multiple shots will only trigger this maneuver once per attack.)",False,+X to Damage when taking SHP damage,,,,2001-01-01 00:00:00,"0.1, 0.02, 0.05",False,True,124,3789527814,157
E,,EURYDICE,OA,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,target level 70 or under,➖,➖,MUDD'S COMPANY,ShieldHPRepair,max_level=70,TargetMaxLevel,ShieldsDepleted,SelfShip,MultiplyAdd,"When the shields are depleted, Eurydice has a X chance to heal the Shield Health by 5%. Works against Hostiles of level 70 and under.",False,X chance to heal 5% shields when they're depleted.,,,,"0.35, 0.45, 0.55, 0.65, 0.75","0.05, 0.05, 0.05, 0.05, 0.05",True,True,124,1608351478,158
C,,SESHA,CM,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Eclipse,➖,➖,MUDD'S COMPANY,CritChance,faction_id=1750120904,EnemyHullFaction,CombatStart,EnemyShip,Sub,"If the opponent is an Eclipse hostile (including Armada Targets), Sesha has a X chance to reduce the opponent's Critical Hit Chance by 15%",False,X chance to decrease Eclipse's hostile Critical Hit Chance by 15%,,,,"0.2, 0.1, 0.2","0.15, 0, 0",True,True,126,196211263,159
C,,SESHA,OA,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Eclipse,➖,➖,MUDD'S COMPANY,CritDamage,"faction_id=1750120904, num_rounds=3",EnemyHullFaction,CombatStart,SelfShip,Add,"For the first three rounds of combat, when fighting Eclipse hostiles (including Armada Targets), Sesha increases the Critical Damage Bonus of the ship by X.",False,+X to Critical Hit Damage against Eclipse hostiles,,,,"1, 1, 1, 1, 1","0.2, 0.3, 0.5, 0.7, 0.9",False,True,126,4129104008,160
R,,RO MUDD,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,MUDD'S COMPANY,OfficerStatAll,,,ShipLaunched,SelfCaptain,MultiplyAdd,Ro Mudd increases her stats by X when she is the captain.,False,+X to the Captain's Stats,,,,2001-01-01 00:00:00,"0.5, 0.25, 0.5",False,True,125,1604629509,161
R,,RO MUDD,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,MUDD'S COMPANY,AllDamage,officer_stat=1,,CombatStart,SelfShip,MultiplyBaseAdd,"At the start of combat, Ro Mudd has a X chance of increasing the Damage dealt by the ship by 300% of the total Attack of all officers on the ship for the whole combat.",False,X chance to increase damage by 300% of Officers Attack,,,,"0.2, 0.3, 0.4, 0.5, 0.6","3, 3, 3, 3, 3",True,True,125,3958845992,162
U,,GOON,CM,➖,➖,✅,✅,✅,➖,✅,✅,✅,➖,➖,➖,,➖,➖,MUDD'S COMPANY,CritChance,num_rounds=1,EnemyHostile,CombatStart,SelfShip,Add,"When fighting Hostiles, Goon increases the chances of dealing a Critical Hit by  X for the first round of combat.",False,+X to Critical Hit Chance against hostiles for the first round,,,,2001-01-01 00:00:00,"0.2, 0.15, 0.2",False,True,127,3587777576,163
U,,GOON,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,MUDD'S COMPANY,CombatXPReward,,,ShipLaunched,SelfShip,MultiplyAdd,Goon increases the Ship XP gained by the ship from fighting by X.,False,+X to Ship XP gained while fighting,,,,"1, 1, 1, 1, 1","0.15, 0.2, 0.25, 0.35, 0.5",False,True,127,2608766342,164
R,,AHVIX,CM,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Eclipse,➖,➖,MUDD'S COMPANY,CritChance,"faction_id=1750120904, num_rounds=3",EnemyHullFaction,CombatStart,SelfShip,Add,"When fighting Eclipse hostiles (including Armada Targets), for the first three rounds of combat, Ahvix increases the chances of a Critical Hit by X",False,+X to Critical Hit Chance for the first three rounds against Eclipse hostiles.,,,,2001-01-01 00:00:00,"0.2, 0.05, 0.1",False,True,129,1074437376,165
R,,AHVIX,OA,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Eclipse,➖,➖,MUDD'S COMPANY,AllDefenses,faction_id=1750120904,EnemyHullFaction,CombatStart,EnemyShip,MultiplySub,"When fighting Eclipse hostiles (including Armadas), Ahvix has a X chance to decrease the Shield Deflection, Armor and Dodge of the opponent by 40% .",False,X chance to reduce Eclipse hostiles's mitigation by 40%,,,,"0.25, 0.3, 0.35, 0.4, 0.5","0.4, 0.4, 0.4, 0.4, 0.4",True,True,129,3792739416,166
C,,TIZA,CM,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Eclipse,➖,➖,MUDD'S COMPANY,ShieldMitigation,"faction_id=1750120904, num_rounds=3",EnemyHullFaction,CombatStart,EnemyShip,MultiplySub,"When fighting Eclipse hostiles (including Armada Targets), for the first three rounds of combat, Tiza decreases the Shield Mitigation of the opponent by X",False,-X to Eclipse hostile's Shield Mitigation for the first round,,,,2001-01-01 00:00:00,"0.04, 0.01, 0.02",False,True,128,254956305,167
C,,TIZA,OA,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Eclipse,➖,➖,MUDD'S COMPANY,AllDefenses,faction_id=1750120904,EnemyHullFaction,CombatStart,SelfShip,MultiplyAdd,"When fighting Eclipse hostiles (including Armadas), Tiza has a X chance to increase Shield Deflection, Armor and Dodge by 100% for the whole combat.",False,X chance to increase mitigation by 100% against Eclipse hostiles,,,,"0.35, 0.45, 0.55, 0.65, 0.75","1, 1, 1, 1, 1",True,True,128,780595425,168
E,,HARRY MUDD,CM,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,target level 70 or under,➖,➖,MUDD'S COMPANY,ShieldMitigation,"max_level=70, num_rounds=2",TargetMaxLevel,CombatStart,SelfShip,Add,Harcourt Fenton Mudd has a X chance to raise shield mitigation to 98% for the first two rounds of combat. Works against Hostiles of level 70 and under.,False,X chance to have 98% shield mitigation for the first two rounds of combat,,,,"0.4, 0.1, 0.2","0.18, 0, 0",True,True,130,2186472721,169
E,,HARRY MUDD,OA,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,✴️,target level 70 or under,➖,➖,MUDD'S COMPANY,ShotsPerAttack,"max_level=70, num_rounds=1",TargetMaxLevel,CombatStart,SelfShip,MultiplyAdd,Harcourt Fenton Mudd has a X chance to double the shots of all the weapons of the ship for the first round of combat. Works against Hostiles of level 70 and under.,False,X chance to double shots for the first round,,,,"0.2, 0.3, 0.4, 0.5, 0.6","1, 1, 1, 1, 1",True,True,130,143246507,170
E,,KRAS,CM,✅,✅,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,➖,GLORY IN THE KILL,CptManeuverEffect,,EnemyPlayer,CombatStart,EnemyCaptain,MultiplySub,Kras decreases the effectiveness of the opponent's Captain's Maneuver by X.,False,-X to opponent's Captain's Maneuver effectiveness,,,,2001-01-01 00:00:00,"0.2, 0.1, 0.15",False,True,76,3721061052,171
E,,KRAS,OA,✅,✅,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,➖,GLORY IN THE KILL,OfficerStatAll,,EnemyPlayer,CombatStart,EnemyBridge,MultiplySub,"Kras decreases the Attack, Defense and Health of all the Officers on the Bridge of the opponent's ship by X.",False,-X To all the stats of the opponent's Bridge Officers,,,,"1, 1, 1, 1, 1","0.2, 0.3, 0.4, 0.5, 0.6",False,True,76,3322010576,172
U,,KLAA,CM,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,GLORY IN THE KILL,ImpulseSpeed,,,ShipLaunched,SelfShip,MultiplyAdd,Klaa increases the Impulse Speed of the ship by X.,False,+X to Impulse Speed,,,,2001-01-01 00:00:00,"0.25, 0.03, 0.05",False,True,77,2580371455,173
U,,KLAA,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,GLORY IN THE KILL,CritDamage,,,ShipLaunched,SelfShip,Add,Klaa increases the Critical Hit Damage of the ship by X.,False,+X to Critical Hit Damage,,,,"1, 1, 1, 1, 1","0.08, 0.1, 0.13, 0.17, 0.2",False,True,77,1433248203,174
U,,VIXIS,CM,✅,✅,✅,✅,✅,✅,➖,➖,➖,➖,✅,✅,,➖,➖,GLORY IN THE KILL,AllReloadSpeed,num_rounds=2,"TargetNotArmada, TargetNotASB",RoundStart,EnemyShip,Add,"At the beginning of each round, Vixis has a X chance of delaying the opponent Weapon Fire by one round.",False,X chance to delay opponent's Weapons each round for 1 round,,,,"0.06, 0.01, 0.02","1, 0, 0",True,True,78,3053788649,175
U,,VIXIS,OA,✴️,✴️,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,ModuleEnergy,➖,➖,GLORY IN THE KILL,AllDamage,,"EnemyPlayer, ModuleEnergy",CombatStart,EnemyShip,MultiplySub,Vixis decreases the Energy Weapon Damage of opponent players by X.,False,-X less Energy Damage from player enemies,,,,"1, 1, 1, 1, 1","0.1, 0.12, 0.15, 0.2, 0.3",False,True,78,3174366498,176
C,,CADET KIRK,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,OfficerStatAll,,,ShipLaunched,SelfBridge,MultiplyAdd,"Cadet Kirk increases the Attack, Defense and Health of all Officers on the Bridge by X.",False,+X to all Officer stats on the Bridge,,,,2001-01-01 00:00:00,"0.08, 0.03, 0.06",False,True,83,2369873168,177
C,,CADET KIRK,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,AllDamage,,,ShipLaunched,SelfShip,MultiplyAdd,Kirk increases the Weapon damage of the ship by X.,False,+X to Weapon Damage,,,,"1, 1, 1, 1, 1","0.05, 0.08, 0.12, 0.15, 0.2",False,True,83,3200446473,178
C,,INSTR. SPOCK,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,AllDamage,,,ShipLaunched,SelfShip,MultiplyAdd,Instructor Spock increases the Weapon Damage of the ship by X.,False,+X to Damage,,,,2001-01-01 00:00:00,"0.05, 0.02, 0.05",False,True,84,1862576044,179
C,,INSTR. SPOCK,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,AllDefenses,,,ShipLaunched,SelfShip,MultiplyAdd,"Instructor Spock increases the Shield Deflection, Armor and Dodge of the ship by X.",False,"+X to Dodge, Shield Deflection and Armor",,,,"1, 1, 1, 1, 1","0.05, 0.08, 0.12, 0.15, 0.2",False,True,84,2372470621,180
C,,CADET MCCOY,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,OfficerStatHealth,,,ShipLaunched,SelfBridge,MultiplyAdd,Cadet McCoy increases the Health of all Officers on the ship by X.,False,+X to Officers Health on the ship,,,,2001-01-01 00:00:00,"0.1, 0.05, 0.1",False,True,85,779039619,181
C,,CADET MCCOY,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,CptManeuverEffect,,,CombatStart,SelfCaptain,MultiplyAdd,"During combat, Cadet McCoy increases the effectiveness of the Captain Maneuver by X.",False,+X to the effectiveness of the Captain Maneuver,,,,"1, 1, 1, 1, 1","0.04, 0.06, 0.08, 0.1, 0.12",False,True,85,4225330505,182
C,,CADET SCOTTY,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,HullHPMax,,,ShipLaunched,SelfShip,MultiplyAdd,Cadet Scotty increases the Ship Hull Health by X.,False,+X to Hull Health,,,,2001-01-01 00:00:00,"0.1, 0.02, 0.05",False,True,86,3029156666,183
C,,CADET SCOTTY,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,ANOTHER TIME,WarpDistance,,,ShipLaunched,SelfShip,Add,Cadet Scotty increases the Warp Distance of the ship by X.,False,+X Warp Distance,,,,"1, 1, 1, 1, 1","1, 2, 3, 4, 5",False,False,86,2254319436,184
C,,CADET UHURA,CM,✅,✅,✅,✅,✅,✅,➖,➖,➖,➖,✅,✅,,➖,➖,ANOTHER TIME,AllDamage,,"TargetNotArmada, TargetNotASB",CombatStart,EnemyShip,MultiplySub,Cadet Uhura decreases the Weapon Damage of the opponent's ship by X.,False,-X to the opponent's ship Weapon Damage,,,,2001-01-01 00:00:00,"0.1, 0.02, 0.05",False,True,87,734855586,185
C,,CADET UHURA,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,ShieldHPMax,,,ShipLaunched,SelfShip,MultiplyAdd,Cadet Uhura increases the Shield Health of the ship by X.,False,+X to Shield Health,,,,"1, 1, 1, 1, 1","0.05, 0.07, 0.09, 0.11, 0.14",False,True,87,2570807487,186
C,,CADET SULU,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,AllDamage,num_rounds=1,,CombatStart,SelfShip,MultiplyAdd,Cadet Sulu increases the damage of the first shots of the ship by X for the first round.,False,+X to Damage for the first round,,,,2001-01-01 00:00:00,"0.05, 0.05, 0.1",False,True,88,1782601905,187
C,,CADET SULU,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,ANOTHER TIME,OfficerStatAttack,,,ShipLaunched,SelfBridge,MultiplyAdd,Cadet Sulu increases the Attack of all the Officers on the ship by X.,False,+X to the Attack of all the officers in the ship,,,,"1, 1, 1, 1, 1","0.05, 0.08, 0.1, 0.12, 0.15",False,True,88,1980387696,188
E,,JAYLAH,CM,➖,➖,✴️,➖,➖,➖,✴️,✴️,✴️,➖,✴️,✴️,CombatPveRewards (on USS-Franklin(-A)),✅,➖,JAYLAH,CombatPveRewards,,SelfHullFranklins,ShipLaunched,SelfShip,MultiplyAdd,Jaylah increases the amount of resources you get from killing hostiles and Outposts by X while on the Franklin and Franklin-A.,True,+X to resources dropped by hostiles and Outposts when on either Franklin or Franklin-A.,,Effects all Loot gained in PvE if on a Franklin,"Increase base Loot gained by X, while on the Franklin and Franklin-A.",2001-01-01 00:00:00,"1, 0, 0",False,True,94,3406935770,189
E,,JAYLAH,OA,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,"EnemyHullFaction, SelfHullFranklins",➖,➖,JAYLAH,ShotsPerAttack,faction_id=2489857622,"EnemyHullFaction, SelfHullFranklins",CombatStart,SelfShip,Add,"When Jaylah is on the Franklin and fighting Swarm hostiles, Jaylah increases the number of shots of the Franklin and Franklin-A by X.",False,+X shots against Swarms on either Franklin.,,,,"1, 1, 1, 1, 1","1, 2, 3, 4, 5",False,False,94,565052704,190
R,,ONE OF ELEVEN,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,UNIMATRIX TWELVE,ShieldMitigation,,,CombatStart,SelfShip,Add,The ship mitigates X more damage to the Shield Health instead of the Hull Health.,False,+X damage mitigated by the shields.,,,,2001-01-01 00:00:00,"0.05, 0.01, 0.02",False,True,110,2296568320,191
R,,ONE OF ELEVEN,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,CargoProtection,,,ShipLaunched,SelfShip,MultiplyAdd,The Protected Cargo is increased by X,False,+X to the Protected Cargo of the ship,,,,"1, 1, 1, 1, 1","0.3, 0.35, 0.4, 0.45, 0.5",False,True,110,4130092864,192
R,,TWO OF ELEVEN,CM,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,CargoCapacity,,,ShipLaunched,SelfShip,MultiplyAdd,Two of Eleven increases the Cargo size of the ship by X.,False,+X to Cargo size,,,,2001-01-01 00:00:00,"0.2, 0.05, 0.15",False,True,157,1012264418,193
R,,TWO OF ELEVEN,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,MiningRate,"resources=[1371898528, 96209859, 1908242242, 680796905, 1779416627, 84292608, 3735331456, 2964093937, 802509572, 3598797204, 1349464922, 2905009151, 3842158911, 2002611017, 3739531165, 1586478890, 296474010, 2285412015]",,ShipLaunched,SelfShip,MultiplyAdd,"Two of Eleven increases the rate of Crystal, Gas, and Ore Mining by X.",False,"+X to Crystal, Gas, and Ore Mining Speed.",,,,"1, 1, 1, 1, 1","0.5, 0.55, 0.6, 0.65, 0.75",False,True,157,3972571863,194
E,,THREE OF ELEVEN,CM,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,MiningRate,"resources=[96209859, 1779416627, 2964093937, 1349464922, 2002611017, 296474010]",,ShipLaunched,SelfShip,MultiplyAdd,Three Of Eleven increases Gas mining speed by X.,False,+X to Gas mining speed.,,,,2001-01-01 00:00:00,"0.6, 0.3, 0.45",False,True,179,1222862242,195
E,,THREE OF ELEVEN,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,CargoProtection,,,ShipLaunched,SelfShip,MultiplyAdd,Three Of Eleven increases Protected Cargo by X.,False,+X to Protected Cargo.,,,,"1, 1, 1, 1, 1","3, 3.5, 4, 4.5, 5",False,True,179,2422039622,196
E,,FOUR OF ELEVEN,CM,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,MiningRate,"resources=[1908242242, 84292608, 802509572, 2905009151, 3842158911, 1586478890]",,ShipLaunched,SelfShip,MultiplyAdd,Four of Eleven increases Ore mining speed by X.,False,+X to Ore mining speed.,,,,2001-01-01 00:00:00,"0.6, 0.3, 0.45",False,True,180,1641795234,197
E,,FOUR OF ELEVEN,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,CargoCapacity,,,ShipLaunched,SelfShip,MultiplyAdd,Four of Eleven increases Cargo size by X.,False,+X to Cargo size.,,,,"1, 1, 1, 1, 1","0.4, 0.45, 0.5, 0.55, 0.6",False,True,180,189386619,198
E,,FIVE OF ELEVEN,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,UNIMATRIX TWELVE,AllDefenses,"num_rounds=1, officer_stat=3",,RoundStart,SelfShip,MultiplyBaseAdd,"Five of Eleven Increases the Shield deflection, Armor and Dodge by X of the total Health of all Officers on the ship.",False,X of the crew's Health bonus to Mitigation,,,,2001-01-01 00:00:00,2004-02-02 00:00:00,False,True,111,1107085046,199
E,,FIVE OF ELEVEN,OA,➖,➖,✅,➖,➖,➖,✅,✅,✅,➖,✅,✅,,✅,➖,UNIMATRIX TWELVE,CombatPveRewards,,,ShipLaunched,SelfShip,SelfShip,Five of Eleven increases the amount of resources your ship receives from hostiles by X.,True,+X to resources that your ship receives from hostiles,,Effects all Loot gained in PvE,Increase base Loot gained by X,"1, 1, 1, 1, 1","0.2, 0.4, 0.6, 0.8, 1",False,True,111,4049923936,200
E,,SIX OF ELEVEN,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,UNIMATRIX TWELVE,ShieldHPRepair,officer_stat=2,,EnemyTakesHit,EnemyShip,MultiplyBaseSub,"Every time the ship hits an opponent with a weapon attack, Six of Eleven decreases the opponent's Shield Health by X of the total Defense of all officers on the ship. -- (Weapons with multiple shots will only trigger this maneuver once per attack.)",True,X of Defense removed from opponent's SHP when hitting the opponent,,Stacks with other players' Six of Eleven in an armada attack.,,2001-01-01 00:00:00,"0.2, 0.1, 0.4",False,True,116,115416486,201
E,,SIX OF ELEVEN,OA,➖,➖,➖,➖,➖,➖,✅,✅,➖,➖,➖,➖,,➖,➖,UNIMATRIX TWELVE,AllPiercing,officer_stat=1,TargetIsArmada,EnemyTakesHit,SelfShip,MultiplyBaseAdd,"When attacking an Armada Target, every time the ship hits the opponent with a weapon attack, Six of Eleven increases the Accuracy, Armor Piercing and Shield Piercing of the ship by X of the total Attack of all officers on the ship. -- (Weapons with multiple shots will only trigger this ability once per attack.)",False,X of Attack added to Penetration values when firing at Armada Targets,,,,"1, 1, 1, 1, 1","0.05, 0.1, 0.2, 0.3, 0.4",False,True,116,3353791415,202
R,,SEVEN OF ELEVEN,CM,➖,➖,✴️,✴️,✴️,✴️,➖,➖,➖,✴️,➖,➖,Borg,➖,➖,UNIMATRIX TWELVE,ShotsPerAttack,faction_id=2943562711,"EnemyHullFaction, TargetNotArmada",CombatStart,SelfShip,Add,"When fighting a Borg Tactical Probe, Seven of Eleven has a X chance of increasing the number of shots of each weapon by 2.",False,X chance of adding 2 shots to each weapon when fighting Borg Tactical Probes,,,,"0.2, 0.15, 0.35","2, 0, 0",True,True,114,3774124358,203
R,,SEVEN OF ELEVEN,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,UNIMATRIX TWELVE,OfficerStatHealth,,,ShipLaunched,SelfAll,MultiplyAdd,Seven of Eleven increases the Health of every Officer on the ship by X.,False,+X to the Health of all Officers on the ship,,,,"1, 1, 1, 1, 1","0.6, 0.7, 0.8, 0.9, 1",False,True,114,1955519035,204
U,,EIGHT OF ELEVEN,CM,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Borg,➖,➖,UNIMATRIX TWELVE,CritChance,faction_id=2943562711,EnemyHullFaction,CombatStart,SelfShip,Add,"When fighting a Borg ship, Eight of Eleven increases the Chance of dealing a critical hit by X.",False,+X to Critical Hit Chance against Borg ships,,,,2001-01-01 00:00:00,"0.1, 0.05, 0.2",False,True,112,3537186442,205
U,,EIGHT OF ELEVEN,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,UNIMATRIX TWELVE,OfficerStatAttack,,,ShipLaunched,SelfAll,MultiplyAdd,Eight of Eleven increases the Attack of every Officer on the ship by X.,False,+X to the Attack of all Officers on the Ship,,,,"1, 1, 1, 1, 1","0.45, 0.55, 0.65, 0.75, 0.85",False,True,112,3979049942,206
U,,NINE OF ELEVEN,CM,➖,➖,✴️,✴️,✴️,✴️,✴️,✴️,➖,✴️,➖,➖,Borg,➖,➖,UNIMATRIX TWELVE,CritChance,faction_id=2943562711,EnemyHullFaction,CombatStart,EnemyShip,Sub,"When fighting a Borg ship, Nine of Eleven decreases the Chance of dealing a critical hit of the opponent by X.",False,-X to opponent Borg Critical Hit Chance,,,,2001-01-01 00:00:00,"0.1, 0.05, 0.1",False,True,113,966801625,207
U,,NINE OF ELEVEN,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,UNIMATRIX TWELVE,OfficerStatDefense,,,ShipLaunched,SelfAll,MultiplyAdd,Nine of Eleven increases the Defense of every Officer on the ship by X.,False,+X to the Defense of all Officers on the Ship,,,,"1, 1, 1, 1, 1","0.45, 0.55, 0.65, 0.75, 0.85",False,True,113,149413627,208
E,,TEN OF ELEVEN,CM,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,MiningRate,"resources=[2325683920, 743985951, 2614028847, 999782265, 580616659, 3043859351]",,ShipLaunched,SelfShip,MultiplyAdd,"Ten of Eleven increases the speed of Parsteel, Tritanium and Dilithium Mining by X.",False,"+X to Parsteel, Tritanium and Dilithium Mining Speed",,,,2001-01-01 00:00:00,"0.5, 0.25, 0.75",False,True,115,2859510273,209
E,,TEN OF ELEVEN,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,UNIMATRIX TWELVE,MiningRate,"resources=[2325683920, 743985951, 2614028847, 1908242242, 96209859, 1371898528, 84292608, 1779416627, 680796905, 802509572, 2964093937, 3735331456, 2905009151, 1349464922, 3598797204, 1600760006, 2166628666, 1957060718, 1692987719, 2424553373, 2991010408, 2705205969, 563579678, 2164745208, 4275314946, 1734940706, 733419347, 3842158911, 2002611017, 3739531165, 999782265, 580616659, 3043859351, 3662113780, 2392079650, 3111281042, 2160856496, 3821364733, 1768524995, 1495067766, 2431214132, 3342042571, 819663825, 1586478890, 296474010, 2285412015, 2440004407, 1574840331, 298768773, 141958867]",,ShipLaunched,SelfShip,MultiplyAdd,Ten of Eleven increases the Mining Speed of the ship by X.,False,+X to Mining Speed,,,,"1, 1, 1, 1, 1","0.8, 1, 1.2, 1.4, 1.6",False,True,115,3585546924,210
U,,ORIGINS BURNHAM,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,DISCOVERY ORIGINS,OfficerStatAttack,,,ShipLaunched,SelfAll,Add,Origins Burnham increases the Attack of all the Officers on the ship by X.,False,+X to all Officer Attack,,,,2001-01-01 00:00:00,2005-02-15 00:00:00,False,False,141,568584807,211
U,,ORIGINS BURNHAM,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,DISCOVERY ORIGINS,AllDamage,,,ShipLaunched,SelfShip,MultiplyAdd,Origins Burnham increases the Weapon Damage of the ship by X.,False,+X to Damage,,,,"1, 1, 1, 1, 1","0.07, 0.11, 0.16, 0.2, 0.25",False,True,141,494500487,212
C,,ORIGINS SARU,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,DISCOVERY ORIGINS,OfficerStatDefense,,,ShipLaunched,SelfAll,Add,Origins Saru increases the Defense of all the Officers on the ship by X.,False,+X to all Officer Defense,,,,2001-01-01 00:00:00,2005-02-10 00:00:00,False,False,142,714063495,213
C,,ORIGINS SARU,OA,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,DISCOVERY ORIGINS,HullHPMax,,,ShipLaunched,SelfShip,MultiplyAdd,Origins Saru increases the Hull Health of the ship by X.,False,+X to Hull Health,,,,"1, 1, 1, 1, 1","0.05, 0.07, 0.1, 0.12, 0.15",False,True,142,1714820297,214
C,,ORIGINS STAMETS,CM,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,,➖,➖,DISCOVERY ORIGINS,OfficerStatHealth,,,ShipLaunched,SelfAll,Add,Origins Stamets increases the Health of all the Officers on the ship by X.,False,+X to all Officer Health,,,,2001-01-01 00:00:00,2005-02-10 00:00:00,False,False,143,2081533684,215
C,,ORIGINS STAMETS,OA,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,DISCOVERY ORIGINS,WarpSpeed,,,ShipLaunched,SelfShip,MultiplyAdd,Origins Stamets increases the Warp Speed of the ship by X.,False,+X to Warp Speed,,,,"1, 1, 1, 1, 1","0.3, 0.34, 0.38, 0.42, 0.45",False,True,143,1703022152,216
E,,MICHAEL BURNHAM,CM,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,➖,,➖,✅,DISCOVERY CREW,ImpulseSpeed,,,ShipLaunched,SelfShip,Add,Michael Burnham increases the Impulse Speed of the ship by X.,False,+X to Impulse Speed,,,,2001-01-01 00:00:00,2010-05-15 00:00:00,False,False,131,3309231106,217
